Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T77364.21,Opened,Site Main>Site Area I,"Curb was damaged by plate compactor. Curb needs fixed or replaced. ",2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.20,Opened,Site Main>Site Area I,"Caulk pulled away at corner ",2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.19,Opened,Site Main>Site Area I,"Caulk pulled away at corner ",2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.18,Opened,Site Main>Site Area I,"Caulk pulled away at corner ",2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.17,Opened,Site Main>Site Area H,Stair tread was patched and does not color match. If the tread and patch color do not match after sealer is applied stair tread will need to be replaced,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.16,Opened,Site Main>Site Area H,Stair tread was patched and does not color match. If the tread and patch color do not match after sealer is applied stair tread will need to be replaced,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.15,Opened,Site Main>Site Area K,Unfinished concrete under light bollard.  Issue found under multiple bollards,2022-12-09,2022-12-16,Quality Control,Wilkinson Electric Inc,,2022-12-09,,True,False,False,False
T77364.14,Opened,Site Main>Site Area M,Unfinished concrete under light bollard.  Issue found under multiple bollards,2022-12-09,2022-12-16,Quality Control,Wilkinson Electric Inc,,2022-12-09,,True,True,False,False
T77364.13,Opened,Site Main>Site Area K,"Cap corner damaged ",2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.12,Opened,Site Main>Site Area K,Cap damaged by pressure washing,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.11,Opened,Site Main>Site Area K,Cap caulk joint need to be cleaner,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.10,Opened,Site Main>Site Area K,Color of the patch on the corner does not match the color of the cap,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T78240.2,Opened,Annex Level 0AE100>015 - WORKER TRAINING,Right door impacts when opening on the bottom￼,2022-12-09,2023-01-03,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-12-09,,True,True,False,False
T78240.1,Opened,Annex Level 0AE100>024B - STAIR 1 LOBBY,Finish out the bottom of the back of the inside of the cabinet white with rubber base￼,2022-12-09,2022-12-16,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2022-12-09,,True,True,False,False
T77364.9,Opened,Site Main>Site Area H,Cap has lines from washing and are now sealed in the stone.  Review all caps on site or this issue and fix.,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,False,False,False
T77364.8,Opened,Site Main>Site Area H,Cap has lines from washing and are now sealed in the stone.  Review all caps on site or this issue and fix.,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T77364.7,Opened,Site Main>Site Area K,Fountain lights need to be fastened down,2022-12-09,2022-12-16,Quality Control,"IMS Masonry, Inc.",,2022-12-09,,True,True,False,False
T72999.5,Opened,Annex Level 0AE100>048 - Restroom,How is the tile going to finish out up against the mirror?,2022-12-08,2023-01-03,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-12-08,,True,True,False,False
T72999.4,Verified Complete (w/Photo),Historical Level 3 AE103>318 - Instruction 4,fix mismatched holes in mechanical openings,2022-12-08,2023-01-03,Quality Control,US Mechanical,HVAC,2023-01-05,,False,True,False,False
T77364.6,Opened,Site Main>Site Area K,Needs to be one paver not two and fix notched paver,2022-12-08,2022-12-15,Quality Control,"IMS Masonry, Inc.",,2022-12-08,,True,True,False,False
T77364.5,Opened,Site Main>Site Area K,Replace notched paver,2022-12-08,2022-12-15,Quality Control,"IMS Masonry, Inc.",,2022-12-08,,True,True,False,False
T77364.4,Opened,Site Main>Site Area C,Clean up excess concrete,2022-12-08,2022-12-15,Quality Control,"Innovative Concrete, LLC",,2022-12-08,,True,True,False,False
T77364.3,Opened,Site Main>Site Area C,Remove excess concrete from fence stem wall and patch voids,2022-12-08,2022-12-15,Quality Control,"Innovative Concrete, LLC",,2022-12-08,,True,True,False,False
T77364.2,Opened,Site Main>Site Area C,Old outlet needs to be demoed patch and paint fence,2022-12-08,2022-12-15,Quality Control,Wilkinson Electric Inc,,2022-12-08,,True,True,False,False
T77364.1,Opened,Site Main>Site Area C,Attach metal fence bracket to concrete fence,2022-12-08,2022-12-15,Quality Control,Ducworks,,2022-12-08,,True,True,False,False
T74290.706,Opened,Annex Level 1 AE101>135 - Workers Dressing - Men,Fill in hole,2022-12-02,2022-12-09,Quality Control,Pete King Construction,Metal Stud / Drywall,2022-12-02,,True,True,False,False
T74290.705,Opened,Annex Level 1 AE101>136 - Instruction - Brother,Light fixtures need bulbs￼,2022-12-02,2022-12-09,Final Punch List,Wilkinson Electric Inc,Electrical,2022-12-02,,True,True,False,False
T74290.704,Opened,Annex Level 1 AE101,Complete stainless cap,2022-12-01,2022-12-08,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-12-01,,True,True,False,False
T74290.703,Complete,Site Main,Complete unit,2022-12-01,2022-12-08,Quality Control,US Mechanical,HVAC,2022-12-28,,True,True,False,False
T74290.702,Opened,Site Main,Complete outlet,2022-12-01,2022-12-08,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-01,,True,True,False,False
T74290.701,Opened,Site Main,Repair crack in corner of stucco,2022-12-01,2022-12-08,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-12-01,,True,True,False,False
T74290.700,Opened,Site Main,Complete outlets,2022-12-01,2022-12-08,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-01,,True,True,False,False
T74290.699,Opened,Site Main>Site Area C,Texture and paint concrete wall,2022-11-30,2022-12-07,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-30,,True,True,False,False
T74290.698,Opened,Site Main>Site Area M,Complete landscaping,2022-11-30,2022-12-07,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2022-11-30,,True,True,False,False
T74290.697,Opened,Site Main>Site Area J,Texture and paint walls,2022-11-30,2022-12-07,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-30,,True,True,False,False
T74290.696,Complete,Annex Level 1 AE101,Stem wall has settled 1” causing metal to bend,2022-11-30,2022-12-07,Quality Control,"Innovative Concrete, LLC",Concrete,2022-12-07,,True,True,True,False
T74290.695,Opened,Annex Level 1 AE101,Paint small concrete wall￼,2022-11-30,2022-12-07,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-30,,True,True,False,False
T74290.694,Opened,Annex Level 1 AE101>143 - Hall,Touch up door,2022-11-30,2022-12-07,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-30,,True,True,False,False
T74290.693,Opened,Annex Level 1 AE101>101 - Entry,Complete light switch￼,2022-11-30,2022-12-07,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-30,,True,True,False,False
T74290.692,Opened,Annex Level 1 AE101,Complete stucco on column,2022-11-25,2022-12-02,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-11-25,,True,True,False,False
T74290.691,Opened,Annex Level 1 AE101>113 - Administration,Add bracket for additional support,2022-11-25,2022-12-02,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2022-11-25,,True,True,True,False
T74290.690,Opened,Annex Level 1 AE101>170 - Lockers,CCD 281 adjust height of clothing rod,2022-11-25,2022-12-02,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2022-11-25,,True,True,False,False
T74290.689,Opened,Annex Level 1 AE101>104 - interview,Touch up south wall,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,False,False,False
T74290.688,Opened,Annex Level 1 AE101>104 - interview,Touch up east wall,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,True,False,False
T74290.687,Opened,Annex Level 1 AE101>182 - Restroom,Touch up wall,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,True,False,False
T74290.686,Opened,Annex Level 1 AE101>179 - Waiting,Touch up wall and re-caulk base,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,True,False,False
T74290.685,Opened,Annex Level 1 AE101>167 - Lockers,Center canopy,2022-11-25,2022-12-02,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-25,,True,True,False,False
T74290.684,Verified Complete (w/Photo),Annex Level 1 AE101>170 - Lockers,Finish marble base against cabinets throughout brides area,2022-11-25,2022-12-02,Final Punch List,"Global Stone and Tile, LLC",Tile,2023-01-13,,False,True,False,False
T74290.683,Opened,Annex Level 1 AE101>165 - Brides,Install globes in antique fixtures,2022-11-25,2022-12-02,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-25,,True,True,True,False
T74290.682,Opened,Annex Level 1 AE101>163 - Waiting,Touch up west wall,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,False,False,False
T74290.681,Opened,Annex Level 1 AE101>159 - Instruction - Women,Touch up north wall,2022-11-25,2022-12-02,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-25,,True,False,False,False
T74290.680,Opened,Annex Level 1 AE101>159 - Instruction - Women,Repair possible crack in south wall,2022-11-25,2022-12-02,Final Punch List,Pete King Construction,Metal Stud / Drywall,2022-11-25,,True,False,False,False
T74290.679,Verified Complete (w/Photo),Annex Level 0AE100>028 - Laundry,Complete tile around insulation,2022-11-25,2023-01-03,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-13,,False,True,False,False
T74290.678,Opened,Annex Level 1 AE101,Complete painting the handrail,2022-11-23,2022-11-29,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-23,,True,True,False,False
T74290.677,Opened,Annex Level 1 AE101,"Remove unused materials ",2022-11-23,2022-11-29,Quality Control,Pete King Construction,Metal Stud / Drywall,2022-11-23,,True,True,False,False
T74290.676,Verified Complete (w/Photo),Historical Level 3 AE103>321 - Study,"Install fire sprinkler escutcheon ",2022-11-22,2022-11-29,Final Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-01-10,,False,True,False,False
T74290.675,Verified Complete (w/Photo),Historical Level 3 AE103>313 - Instruction Womens,Repair crack in GFRG,2022-11-22,2022-11-29,Final Punch List,Pete King Construction,Metal Stud / Drywall,2023-01-10,,False,True,False,False
T74290.674,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Center thermostat,2022-11-22,2022-11-29,Quality Control,US Mechanical,HVAC,2023-01-05,,False,True,True,False
T74290.673,Opened,Annex Level 1 AE101>171 - Lockers,Install canopy for light,2022-11-22,2022-11-29,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-22,,True,True,False,False
T74290.672,Opened,Annex Level 1 AE101>175 - Dressing,Install canopy for light,2022-11-22,2022-11-29,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-22,,True,True,False,False
T74290.671,Verified Complete (w/Photo),Annex Level 1 AE101>176 - Youth,Install base if fridge fits,2022-11-22,2022-11-29,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-01-05,,False,True,True,False
T74290.670,Opened,Annex Level 1 AE101>178 - Nursery,Complete outlet,2022-11-22,2022-11-29,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-22,,True,True,False,False
T74290.669,Opened,Annex Level 1 AE101>178 - Nursery,Caulk around medallion,2022-11-22,2022-11-29,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-22,,True,True,False,False
T74290.668,Verified Complete (w/Photo),Historical Level 0.5 AE100B>080 - Restroom - Boys,Replace tile to fit next to casing,2022-11-21,2023-01-03,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-05,,False,True,False,False
T74290.667,Opened,Historical Level 0.5 AE100B>080 - Restroom - Boys,Paint plinth blocks,2022-11-21,2023-01-03,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-21,,True,True,False,False
T74290.666,Opened,Annex Level 0AE100>031 - Laundry Supervisor,"Shim unit to allow the ceiling tile to sit properly ",2022-11-21,2022-11-28,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-21,,True,True,True,False
T74290.665,Opened,Annex Level 0AE100>028 - Laundry,Install outlet,2022-11-21,2023-01-03,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-21,,True,True,False,False
T74290.664,Opened,Annex Level 0AE100>024 - Vest. & ELEV 2,Level push button plate / repair edge,2022-11-21,2023-01-03,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-11-21,,True,True,False,False
T74290.663,Opened,Annex Level 1 AE101>108A - Storage,Shelves are not even and do not line up,2022-11-18,2022-11-25,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-18,,True,True,True,False
T74290.662,Opened,Annex Level 1 AE101>108B - Storage,Shelves are not even and do not line up,2022-11-18,2022-11-25,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-18,,True,True,False,False
T74290.661,Opened,Annex Level 0AE100>027 - Mens,Level mirrors,2022-11-18,2022-11-24,Final Punch List,AW Carter LLC,Audience Seating -- AW Carter,2022-11-18,,True,True,False,False
T74290.660,Opened,Annex Level 1 AE101>Stair 1,Connect hand rail,2022-11-17,2022-11-24,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-17,,True,True,False,False
T74290.659,Opened,Historical Level 0.5 AE100B>068 - Stairwell,Install exit sign,2022-11-17,2023-01-03,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-17,,True,True,False,False
T74290.658,Verified Complete (w/Photo),Historical Level 2 AE102>215 - Womens Restroom,Clean mortar off tile and casing,2022-11-17,2022-11-24,Quality Control,"Global Stone and Tile, LLC",Tile,2022-11-23,,False,True,False,False
T74290.657,Opened,Annex Level 1 AE101>121A - Jan,Touch up along edge of wall tile,2022-11-17,2022-11-24,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-17,,True,True,False,False
T74290.656,Opened,Annex Level 1 AE101>103 - Foyer,"Repaint the wall because of moving the electrical ",2022-11-17,2022-11-24,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-17,,True,True,False,False
T74290.655,Opened,Annex Level 0AE100>014 - VESTIBULE,Paint plinth blocks  and touch up casing,2022-11-17,2023-01-03,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-17,,True,True,False,False
T74290.654,Opened,Annex Level 1 AE101>162 - Instruction Women,Complete light,2022-11-17,2022-11-24,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-17,,True,True,True,False
T74290.653,Verified Complete (w/Photo),Annex Level 1 AE101>101 - Entry,Install exit sign above east door,2022-11-17,2022-11-24,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-30,,False,True,False,False
T74290.652,Verified Complete (w/Photo),Annex Level 1 AE101>101 - Entry,Install exit sign above west door,2022-11-17,2022-11-24,Quality Control,Wilkinson Electric Inc,Electrical,2023-01-05,,False,True,True,False
T74290.651,Verified Complete (w/Photo),Annex Level 1 AE101>120 - Matron Office,Ensure light is functioning and turns on,2022-11-16,2022-11-23,Final Punch List,Wilkinson Electric Inc,Electrical,2023-01-05,,False,True,True,False
T74290.650,Verified Complete (w/Photo),Historical Level 3 AE103>326 - Instruction Men,Clean up all thresholds,2022-11-15,2022-11-22,Final Punch List,"Global Stone and Tile, LLC",Tile,2023-01-13,,False,True,True,False
T74290.649,Opened,Historical Level 3 AE103>327 - Instruction Men,Touchup casing￼,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.648,Verified Complete (w/Photo),Historical Level 3 AE103,Touch up transom,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-01-10,,False,True,False,False
T74290.647,Verified Complete (w/Photo),Historical Level 3 AE103>321 - Study,Complete box,2022-11-15,2022-11-22,Final Punch List,Wilkinson Electric Inc,Electrical,2023-01-10,,False,True,False,False
T74290.646,Verified Complete (w/Photo),Historical Level 3 AE103>321 - Study,Complete box,2022-11-15,2022-11-22,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-22,,False,True,False,False
T74290.645,Verified Complete (w/Photo),Historical Level 3 AE103>321 - Study,"Install fire sprinkler escutcheon ",2022-11-15,2022-11-22,Final Punch List,Broken Arrow Construction Corporation,Fire Suppression,2023-01-10,,False,True,False,False
T74290.644,Opened,Historical Level 3 AE103>317 - Study,Install threshold,2022-11-15,2023-01-03,Quality Control,"Global Stone and Tile, LLC",Tile,2022-11-15,,True,True,False,False
T74290.643,Opened,Historical Level 3 AE103>318 - Instruction 4,Install threshold,2022-11-15,2023-01-03,Quality Control,"Global Stone and Tile, LLC",Tile,2022-11-15,,True,True,False,False
T74290.642,Opened,Historical Level 3 AE103>319 - Study,Install threshold,2022-11-15,2023-01-03,Quality Control,"Global Stone and Tile, LLC",Tile,2022-11-15,,True,True,False,False
T74290.641,Opened,Historical Level 3 AE103>329B - SE Stairs,Paint trim,2022-11-15,2023-01-03,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.640,Opened,Historical Level 3 AE103>319 - Study,Touch up around exit sign,2022-11-15,2023-01-03,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.639,Opened,Historical Level 3 AE103>324 - Instruction Men,Touch up window,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.638,Opened,Historical Level 3 AE103>322 - Instruction Men,Clean up all diffusers better,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.637,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,Repair crack,2022-11-15,2022-11-22,Final Punch List,Pete King Construction,Metal Stud / Drywall,2023-01-10,,False,True,False,False
T74290.636,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,Touch up plinth block and casing,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-01-10,,False,True,False,False
T74290.635,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,Clean casing,2022-11-15,2022-11-22,Final Punch List,Pete King Construction,Metal Stud / Drywall,2023-01-10,,False,True,False,False
T74290.634,Opened,Historical Level 3 AE103>321 - Study,Caulk around fire extinguisher box,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.633,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,"Repair wall ",2022-11-15,2022-11-22,Final Punch List,Pete King Construction,Metal Stud / Drywall,2023-01-10,,False,True,False,False
T74290.632,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,Fill  top of casing with caulk,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-01-10,,False,True,False,False
T74290.631,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,Touch up paint,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-22,,False,True,False,False
T74290.630,Opened,Annex Level 0AE100>025 - Vest.,Touch up miter joints,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.629,Opened,Annex Level 0AE100>020B - Clothing Drop,Install chair rail,2022-11-15,2023-01-03,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-15,,True,True,False,False
T74290.628,Opened,Annex Level 0AE100>015 - WORKER TRAINING,Final clean on all vinyl wall coverings,2022-11-15,2022-11-22,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2022-11-15,,True,True,False,False
T74290.627,Verified Complete (w/Photo),Annex Level 0AE100>015 - WORKER TRAINING,Fill gaps  and corners on ends of marble pieces,2022-11-15,2022-11-22,Final Punch List,"Global Stone and Tile, LLC",Tile,2023-01-13,,False,True,False,False
T74290.626,Opened,Annex Level 0AE100>015 - WORKER TRAINING,Ensure that the top of casing have no large gaps. Fill with  caulking as needed,2022-11-15,2022-11-22,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2022-11-15,,True,True,False,False
T74290.625,Opened,Annex Level 0AE100>015 - WORKER TRAINING,Install blank cover,2022-11-15,2022-11-22,Final Punch List,Wilkinson Electric Inc,Electrical,2022-11-15,,True,True,False,False
T74290.624,Opened,Annex Level 0AE100>042 - Shop,Clean pipe,2022-11-14,2023-01-03,Quality Control,"Westland Construction, Inc.",Westland -- Annex,2022-11-17,,True,True,True,False
T74290.623,Opened,Annex Level 1 AE101>119 - Workroom,Touch up walls from countertop repair,2022-11-14,2022-11-21,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-14,,True,True,False,False
T74290.622,Verified Complete (w/Photo),Annex Level 1 AE101>117 - Office 1,Ensure light is functioning and turns on,2022-11-14,2022-11-21,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-28,,False,True,True,False
T74290.621,Opened,Annex Level 1 AE101>152 - Women,Pull on wrong side of door. Once door is closed cannot get,2022-11-14,2022-11-21,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-14,,True,True,False,False
T74290.620,Verified Complete (w/Photo),Annex Level 1 AE101>148A - Closet,Touch up wall,2022-11-10,2022-11-17,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-22,,False,True,False,False
T74290.619,Verified Complete (w/Photo),Annex Level 1 AE101>148A - Closet,Re-caulking sink,2022-11-10,2022-11-17,Quality Control,US Mechanical,Plumbing,2022-11-25,,False,True,True,False
T74290.618,Verified Complete (w/Photo),Annex Level 1 AE101>148A - Closet,Chipped countertop,2022-11-10,2022-11-17,Quality Control,"Global Stone and Tile, LLC",Tile,2022-11-22,,False,True,False,False
T74290.617,Opened,Annex Level 1 AE101,Paint the gas meter train,2022-11-10,2022-11-17,Field Report Task,"Accent Painting and Special Coatings, LLC",Paint,2022-11-10,,True,True,False,False
T74290.616,Opened,Annex Level 1 AE101,VBFA site visit report. Paint exterior gas piping.,2022-11-10,2022-11-17,Field Report Task,"Accent Painting and Special Coatings, LLC",Paint,2022-11-10,,True,True,False,False
T74290.615,Verified Complete (w/Photo),Annex Level 1 AE101>191 - Gardener Restroom,VBFA site visit report. Finish installing plumbing fixtures in security 123￼,2022-11-10,2022-11-17,Quality Control,US Mechanical,Plumbing,2023-01-10,,False,True,False,False
T74290.614,Verified Complete (w/Photo),Site Main,VBFA site visit report Install flexible insulation cover on the CHWS & R piping at CH -3,2022-11-10,2022-11-17,Field Report Task,US Mechanical,HVAC,2022-12-01,,False,True,False,False
T74290.613,Verified Complete (w/Photo),Annex Level 0AE100>028 - Laundry,VBFA site visit report. Provide steam and condensate pipe insulation on laundry ironing board￼,2022-11-10,2022-11-17,Field Report Task,US Mechanical,Plumbing,2022-11-25,,False,True,False,False
T74290.612,Verified Complete (w/Photo),Annex Level 0AE100>028 - Laundry,VBFA site visit report. Provide steam and condensate pipe insulation on laundry steamer￼,2022-11-10,2022-11-17,Field Report Task,US Mechanical,Plumbing,2022-11-25,,False,True,False,False
T74290.611,Verified Complete (w/Photo),Annex Level 0AE100>026 - Womens,VBFA site visit report. Install lav guard protector on exposed piping below lavoratories. This issue occurs at multiple locations throughout the building￼,2022-11-10,2022-11-17,Field Report Task,US Mechanical,Plumbing,2022-11-17,,False,True,False,False
T74290.610,Verified Complete (w/Photo),Annex Level 0AE100>010 - BREAK ROOM,VBFA site visit report. Provide escutcheon plates to completely cover waste piping penetrating the wall. This issue occurs at multiple locations throughout the building￼,2022-11-10,2022-11-17,Field Report Task,US Mechanical,Plumbing,2022-11-21,,False,True,False,False
T74290.609,Opened,Annex Level 0AE100>028 - Laundry,VBFA site visit report. Install pressure seal around dryers,2022-11-10,2022-11-17,Field Report Task,"Westland Construction, Inc.",,2023-01-05,,True,True,True,False
T74290.608,Verified Complete (w/Photo),Annex Level 1 AE101>135 - Workers Dressing - Men,Move exit sign up,2022-11-10,2022-11-16,Quality Control,Wilkinson Electric Inc,Electrical,2022-12-02,,False,True,False,False
T74290.607,Opened,Annex Level 0AE100>020A - East Mechanical,Finish installing pipe labeling throughout building,2022-11-09,2022-11-16,Field Report Task,US Mechanical,Plumbing,2022-11-09,,True,True,False,False
T74290.606,Complete,Annex Level 0AE100>020A - East Mechanical,Remove building plenum filter system. Place air handler return/relief system into full operation. Bring air handlers under full control,2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-17,,True,True,True,False
T74290.605,Complete,Annex Level 0AE100>020A - East Mechanical,Place font skid into operation,2022-11-09,2022-11-16,Field Report Task,US Mechanical,Plumbing,2022-12-29,,True,True,True,False
T74290.604,Opened,Annex Level 0AE100>041 - Shop Storage,Install all valve tags.  This occurs at multiple locations,2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-09,,True,True,False,False
T74290.603,Verified Complete (w/Photo),Annex Level 0AE100>041 - Shop Storage,Nice looking pipe labeling,2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-18,,False,True,False,False
T74290.602,Verified Complete (w/Photo),Annex Level 0AE100>028 - Laundry,Install seismic bracing on expansion tanks this issue occurs at multiple locations￼,2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-18,,False,True,True,False
T74290.601,Verified Complete (w/Photo),Annex Level 0AE100>036 - Existing Mech,Remove all unused anchors from ceilings,2022-11-09,2022-11-16,Quality Control,US Mechanical,HVAC,2023-01-05,,False,True,False,False
T74290.600,Verified Complete (w/Photo),Annex Level 0AE100>036 - Existing Mech,Insulate expansion tanks. This issue occurs at multiple locations,2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-18,,False,True,False,False
T74290.599,Complete,Annex Level 0AE100>036 - Existing Mech,"Perform general cleanup in the chiller, boiler and pump rooms",2022-11-09,2022-11-16,Field Report Task,US Mechanical,HVAC,2022-11-15,,True,True,True,False
T74290.598,Verified Complete (w/Photo),Annex Level 1 AE101>114 - Family File,Stain on tile,2022-11-09,2022-11-16,Quality Control,"Global Stone and Tile, LLC",Tile,2023-01-13,,False,True,False,False
T74290.597,Opened,Annex Level 1 AE101>141 - Dressing Men,Install exit signs,2022-11-09,2022-11-16,Quality Control,Wilkinson Electric Inc,Electrical,2022-11-09,,True,True,False,False
T74290.596,Opened,Historical Level 2 AE102>219 - Instruction 3,Repair door and casing,2022-11-09,2022-11-16,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-09,,True,True,False,False
T74290.595,Opened,Historical Level 2 AE102>219 - Instruction 3,Repair door and casing,2022-11-09,2022-11-16,Quality Control,Fetzers' Inc.,"Finish Carpentry ",2022-11-09,,True,True,False,False
T74290.594,Opened,Historical Level 4 AE104>408 - Assembly Room,Color variation in exterior finish,2022-11-09,2022-11-15,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-11-09,,True,False,False,False
T74290.593,Verified Complete (w/Photo),Historical Level 4 AE104,Needs another coat of paint,2022-11-08,2022-11-15,Quality Control,"Accent Painting and Special Coatings, LLC",Paint,2022-12-29,,False,True,True,False
